orden,Intersecciones,Lat,Lon,hin,prioridad,tamaño,color
858,Genaro Garza Garcia con Peñas,25.6520932,-100.4010601,0.260869565,11,1,#c6cc14
859,Genaro Garza Garcia con Puebla,25.6548028,-100.3998277,0.260869565,11,1,#c6cc14
860,Gomez Morin con Loma Blanca,25.6342646,-100.3637396,0.260869565,11,1,#c6cc14
861,Gomez Morin con Versalles,25.62660899,-100.3652761,0.260869565,11,1,#c6cc14
862,Guillermo Prieto con Puebla,25.6532724,-100.3953984,0.260869565,11,1,#c6cc14
863,Jeronimo Siller con Cerrada De Los Nogales,25.6425065,-100.3688867,0.260869565,11,1,#c6cc14
864,Jeronimo Siller con El Duomo,25.6363055,-100.3705501,0.260869565,11,1,#c6cc14
865,Jeronimo Siller con Torre De Pisa,25.6370785,-100.370643,0.260869565,11,1,#c6cc14
866,Jose Vasconcelos con Priv. Carranza,25.6513135,-100.3747211,0.260869565,11,1,#c6cc14
867,L. Garza Ayala con Priv. Acuerdos,25.6649222,-100.4138105,0.260869565,11,1,#c6cc14
868,Las Torres con Aluminio,25.680151,-100.41653,0.260869565,11,1,#c6cc14
869,Manuel J. Clouthier con Andador De Corregidora,25.6779109,-100.4023703,0.260869565,11,1,#c6cc14
870,Plutarco Elias Calles con Privada 1,25.6475362,-100.3850872,0.260869565,11,1,#c6cc14
871,Rio Bravo con Rio Madeira,25.662752,-100.378088,0.260869565,11,1,#c6cc14
872,Rio De La Plata con Rio De La Silla,25.6624406,-100.3828868,0.260869565,11,1,#c6cc14
873,Rio De La Plata con Rio La Silla,25.6570819,-100.3650269,0.260869565,11,1,#c6cc14
874,Rio De La Plata con Rio Pilon,25.6596154,-100.3736153,0.260869565,11,1,#c6cc14
875,Rio De La Plata con Rio San Juan,25.6592537,-100.3724434,0.260869565,11,1,#c6cc14
876,Rio Mississippi con Rio San Juan,25.660254,-100.372131,0.260869565,11,1,#c6cc14
877,Rio Missouri con Via Clodia,25.664089,-100.374002,0.260869565,11,1,#c6cc14
878,Rio Suchiate con Corona,25.6433883,-100.3826206,0.260869565,11,1,#c6cc14
879,Rio Suchiate con Palmas,25.6373852,-100.3848944,0.260869565,11,1,#c6cc14
880,Rio Suchiate con Rio Madeira,25.6621223,-100.3759151,0.260869565,11,1,#c6cc14
881,Rio Tamesis con Palmas,25.667084,-100.378907,0.260869565,11,1,#c6cc14
882,Rio Tamesis con Rio Elba,25.6561244,-100.382758,0.260869565,11,1,#c6cc14
883,Rio Tamesis con Rio Las Palmas,25.6670869,-100.3789091,0.260869565,11,1,#c6cc14
884,Rio Tamuin con Rio Atoyac,25.6563219,-100.3461596,0.260869565,11,1,#c6cc14
885,Roberto Garza Sada con Maria De Los Angeles,25.6353529,-100.368763,0.260869565,11,1,#c6cc14
886,Roberto Garza Sada con Priv. Rio Akumal,25.63554,-100.355942,0.260869565,11,1,#c6cc14
887,Roberto Garza Sada con Privada Del Retorno,25.6391586,-100.3834,0.260869565,11,1,#c6cc14
888,Via Savotino con Tiberio Graco,25.6618626,-100.3609126,0.260869565,11,1,#c6cc14
889,Alfonso Reyes con Herradura,25.6469955,-100.383154,0.217391304,11,1,#c6cc14
890,Rio Bravo con Rio Danubio,25.658599,-100.379541,0.173913043,11,1,#c6cc14
891,Rio Bravo con Rio Navia,25.665683,-100.377048,0.173913043,11,1,#c6cc14
892,Rio Tigris con Rio Ebro,25.6491327,-100.3711398,0.173913043,11,1,#c6cc14
893,Lazaro Cardenas con Paseo Elizabeth,25.641438,-100.317146,0.130434783,11,1,#c6cc14
894,Roberto Garza Sada con A. Gonzalez,25.6352667,-100.367619,0.130434783,11,1,#c6cc14
895,Alfonso Reyes con Centenario,25.6465736,-100.382453,0.086956522,11,1,#c6cc14
896,Alfonso Reyes con Priv. J.I. Ramon,25.653045,-100.397778,0.086956522,11,1,#c6cc14
897,Corregidora con Las Torres,25.677908,-100.402368,0.086956522,11,1,#c6cc14
898,Corregidora con Lerdo De Tejada,25.678594,-100.402112,0.086956522,11,1,#c6cc14
899,Corregidora con Rincon De Las Mitras,25.6684308,-100.4029949,0.086956522,11,1,#c6cc14
900,Fuentes Del Valle con Monte Esquilino,25.6645205,-100.359026,0.086956522,11,1,#c6cc14
901,Fuentes Del Valle con Via Trionfa,25.663154,-100.3575,0.086956522,11,1,#c6cc14
902,Gomez Morin con Via Julio Cesar,25.66363177,-100.3537023,0.086956522,11,1,#c6cc14
903,Grafito con Plata,25.6844809,-100.4144176,0.086956522,11,1,#c6cc14
904,Jeronimo Siller con Profa. Enedina Garcia,25.6477696,-100.3671679,0.086956522,11,1,#c6cc14
905,L. Garza Ayala con Epigmenio Garcia,25.6653097,-100.4155127,0.086956522,11,1,#c6cc14
906,Lazaro Cardenas con Paseo Sandra,25.640618,-100.315853,0.086956522,11,1,#c6cc14
907,Manuel J. Clouthier con Colinas Del Valle,25.6755983,-100.3967359,0.086956522,11,1,#c6cc14
908,Plutarco Elias Calles con Privada 16 De Septiembre,25.6513898,-100.3826233,0.086956522,11,1,#c6cc14
909,Porfirio Diaz con Diego De Montemayor,25.6606054,-100.3951184,0.086956522,11,1,#c6cc14
910,Real San Agustin con Ant. Cam A San Agustin,25.6318616,-100.336784,0.086956522,11,1,#c6cc14
911,Rio Mississippi con Rio Pilon,25.660602,-100.373252,0.086956522,11,1,#c6cc14
912,Rio Missouri con Rio Guayalejo,25.662914,-100.369913,0.086956522,11,1,#c6cc14
913,Rio Suchiate con Usumacinta,25.6492124,-100.380405,0.086956522,11,1,#c6cc14
914,Rio Tigris con Privada Rio Tigris,25.6441167,-100.3710834,0.086956522,11,1,#c6cc14
915,Santa Barbara con Priv. Isaac Garza,25.65718111,-100.394617,0.086956522,11,1,#c6cc14
916,Gomez Morin con Teotihuacan,25.6227064,-100.3690304,0.043478261,11,1,#c6cc14
